01,5,tim5_chb
02,5,tim6_cha
03,1,pca_ch3
15,3,tim4_chb
23,1,tim6_cha
23,2,tim4_chb
23,3,tim4_cha
23,4,pca_ch0
24,1,tim4_chb
24,2,tim5_chb
24,4,pca_ch1
25,2,pca_ch0
25,3,tim5_cha
26,2,tim4_cha
26,3,tim4_chb
26,4,pca_ch2
27,2,tim5_cha
27,3,tim6_cha
27,4,pca_ch3
32,2,pca_ch2
32,3,tim6_chb
33,2,pca_ch1
33,3,tim5_chb
34,1,pca_ch0
34,3,tim5_cha
34,5,tim4_cha

